chrom,start,end,name,name2,strand,Splice site,Splicing efficiency,HBV_genotype,Biological_materials,Transcript ID,coSI,Run
D3_SRR5992880,1827,1829,D3_SRR5992880.1.7,TCONS_00000064,+,donor,0.00133,D,PHH,125795_ccs,$\theta_5$,SRR5992880
D3_SRR5992880,634,636,D3_SRR5992880.1.8,TCONS_00000015,+,donor,0.10424,D,PHH,SP13,$\theta_5$,SRR5992880
D3_SRR5992880,634,636,D3_SRR5992880.1.9,TCONS_00000012,+,donor,0.10424,D,PHH,SP1,$\theta_5$,SRR5992880
D3_SRR5992881,634,636,D3_SRR5992881.1.1,TCONS_00000062,+,donor,0.08277,D,PHH,81196_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.1,TCONS_00000062,+,donor,0.0772,D,PHH,81196_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1827,1829,D3_SRR5992881.1.1,TCONS_00000062,+,donor,0.00126,D,PHH,81196_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,658,660,D3_SRR5992881.1.10,TCONS_00000002,+,donor,0.0639,D,PHH,SP6,$\theta_5$,SRR5992881
D3_SRR5992881,658,660,D3_SRR5992881.1.11,TCONS_00000003,+,donor,0.0639,D,PHH,SP11,$\theta_5$,SRR5992881
D3_SRR5992881,634,636,D3_SRR5992881.1.12,TCONS_00000013,+,donor,0.08277,D,PHH,SP9,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.13,TCONS_00000014,+,donor,0.0772,D,PHH,SP14,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.14,TCONS_00000004,+,donor,0.0772,D,PHH,pSP12,$\theta_5$,SRR5992881
D3_SRR5992881,658,660,D3_SRR5992881.1.2,TCONS_00000009,+,donor,0.0639,D,PHH,SP18,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.2,TCONS_00000009,+,donor,0.0772,D,PHH,SP18,$\theta_5$,SRR5992881
D3_SRR5992881,634,636,D3_SRR5992881.1.3,TCONS_00000008,+,donor,0.08277,D,PHH,SP7,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.3,TCONS_00000008,+,donor,0.0772,D,PHH,SP7,$\theta_5$,SRR5992881
D3_SRR5992881,658,660,D3_SRR5992881.1.4,TCONS_00000065,+,donor,0.0639,D,PHH,93050_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1827,1829,D3_SRR5992881.1.4,TCONS_00000065,+,donor,0.00126,D,PHH,93050_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,634,636,D3_SRR5992881.1.5,TCONS_00000066,+,donor,0.08277,D,PHH,27415_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1827,1829,D3_SRR5992881.1.5,TCONS_00000066,+,donor,0.00126,D,PHH,27415_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1172,1174,D3_SRR5992881.1.6,TCONS_00000064,+,donor,0.0772,D,PHH,125795_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,1827,1829,D3_SRR5992881.1.6,TCONS_00000064,+,donor,0.00126,D,PHH,125795_ccs,$\theta_5$,SRR5992881
D3_SRR5992881,634,636,D3_SRR5992881.1.8,TCONS_00000015,+,donor,0.08277,D,PHH,SP13,$\theta_5$,SRR5992881
D3_SRR5992881,634,636,D3_SRR5992881.1.9,TCONS_00000012,+,donor,0.08277,D,PHH,SP1,$\theta_5$,SRR5992881
D3_SRR5992882,634,636,D3_SRR5992882.1.1,TCONS_00000062,+,donor,0.10916,D,PHH,81196_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.1,TCONS_00000062,+,donor,0.08,D,PHH,81196_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.1,TCONS_00000062,+,donor,0.00112,D,PHH,81196_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.10,TCONS_00000015,+,donor,0.10916,D,PHH,SP13,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.11,TCONS_00000012,+,donor,0.10916,D,PHH,SP1,$\theta_5$,SRR5992882
D3_SRR5992882,658,660,D3_SRR5992882.1.12,TCONS_00000002,+,donor,0.05164,D,PHH,SP6,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.13,TCONS_00000013,+,donor,0.10916,D,PHH,SP9,$\theta_5$,SRR5992882
D3_SRR5992882,658,660,D3_SRR5992882.1.14,TCONS_00000003,+,donor,0.05164,D,PHH,SP11,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.15,TCONS_00000014,+,donor,0.08,D,PHH,SP14,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.16,TCONS_00000004,+,donor,0.08,D,PHH,pSP12,$\theta_5$,SRR5992882
D3_SRR5992882,658,660,D3_SRR5992882.1.2,TCONS_00000009,+,donor,0.05164,D,PHH,SP18,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.2,TCONS_00000009,+,donor,0.08,D,PHH,SP18,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.3,TCONS_00000008,+,donor,0.10916,D,PHH,SP7,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.3,TCONS_00000008,+,donor,0.08,D,PHH,SP7,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.4,TCONS_00000047,+,donor,0.10916,D,PHH,pSP10,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.4,TCONS_00000047,+,donor,0.00112,D,PHH,pSP10,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.5,TCONS_00000001,+,donor,0.10916,D,PHH,pSP9,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.5,TCONS_00000001,+,donor,0.00112,D,PHH,pSP9,$\theta_5$,SRR5992882
D3_SRR5992882,634,636,D3_SRR5992882.1.6,TCONS_00000066,+,donor,0.10916,D,PHH,27415_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.6,TCONS_00000066,+,donor,0.00112,D,PHH,27415_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,658,660,D3_SRR5992882.1.7,TCONS_00000065,+,donor,0.05164,D,PHH,93050_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.7,TCONS_00000065,+,donor,0.00112,D,PHH,93050_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1172,1174,D3_SRR5992882.1.8,TCONS_00000064,+,donor,0.08,D,PHH,125795_ccs,$\theta_5$,SRR5992882
D3_SRR5992882,1827,1829,D3_SRR5992882.1.8,TCONS_00000064,+,donor,0.00112,D,PHH,125795_ccs,$\theta_5$,SRR5992882
D3_SRR5992892,658,660,D3_SRR5992892.1.1,TCONS_00000009,+,donor,0.06,D,PHH,SP18,$\theta_5$,SRR5992892
D3_SRR5992892,1172,1174,D3_SRR5992892.1.1,TCONS_00000009,+,donor,0.08125,D,PHH,SP18,$\theta_5$,SRR5992892
D3_SRR5992892,1172,1174,D3_SRR5992892.1.10,TCONS_00000004,+,donor,0.08125,D,PHH,pSP12,$\theta_5$,SRR5992892
D3_SRR5992892,634,636,D3_SRR5992892.1.2,TCONS_00000008,+,donor,0.08648,D,PHH,SP7,$\theta_5$,SRR5992892
D3_SRR5992892,1172,1174,D3_SRR5992892.1.2,TCONS_00000008,+,donor,0.08125,D,PHH,SP7,$\theta_5$,SRR5992892
D3_SRR5992892,634,636,D3_SRR5992892.1.3,TCONS_00000047,+,donor,0.08648,D,PHH,pSP10,$\theta_5$,SRR5992892
D3_SRR5992892,1827,1829,D3_SRR5992892.1.3,TCONS_00000047,+,donor,0.00117,D,PHH,pSP10,$\theta_5$,SRR5992892
D3_SRR5992892,634,636,D3_SRR5992892.1.4,TCONS_00000015,+,donor,0.08648,D,PHH,SP13,$\theta_5$,SRR5992892
D3_SRR5992892,634,636,D3_SRR5992892.1.5,TCONS_00000012,+,donor,0.08648,D,PHH,SP1,$\theta_5$,SRR5992892
D3_SRR5992892,658,660,D3_SRR5992892.1.6,TCONS_00000002,+,donor,0.06,D,PHH,SP6,$\theta_5$,SRR5992892
D3_SRR5992892,658,660,D3_SRR5992892.1.7,TCONS_00000003,+,donor,0.06,D,PHH,SP11,$\theta_5$,SRR5992892
D3_SRR5992892,1172,1174,D3_SRR5992892.1.8,TCONS_00000014,+,donor,0.08125,D,PHH,SP14,$\theta_5$,SRR5992892
D3_SRR5992892,634,636,D3_SRR5992892.1.9,TCONS_00000013,+,donor,0.08648,D,PHH,SP9,$\theta_5$,SRR5992892
D3_SRR5992893,634,636,D3_SRR5992893.1.1,TCONS_00000016,+,donor,0.09808,D,PHH,pSP8,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.1,TCONS_00000016,+,donor,0.09518,D,PHH,pSP8,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.1,TCONS_00000016,+,donor,0.00212,D,PHH,pSP8,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.10,TCONS_00000015,+,donor,0.09808,D,PHH,SP13,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.11,TCONS_00000012,+,donor,0.09808,D,PHH,SP1,$\theta_5$,SRR5992893
D3_SRR5992893,658,660,D3_SRR5992893.1.12,TCONS_00000002,+,donor,0.06772,D,PHH,SP6,$\theta_5$,SRR5992893
D3_SRR5992893,658,660,D3_SRR5992893.1.13,TCONS_00000003,+,donor,0.06772,D,PHH,SP11,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.14,TCONS_00000013,+,donor,0.09808,D,PHH,SP9,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.15,TCONS_00000014,+,donor,0.09518,D,PHH,SP14,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.16,TCONS_00000004,+,donor,0.09518,D,PHH,pSP12,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.2,TCONS_00000062,+,donor,0.09808,D,PHH,81196_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.2,TCONS_00000062,+,donor,0.09518,D,PHH,81196_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.2,TCONS_00000062,+,donor,0.00212,D,PHH,81196_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,658,660,D3_SRR5992893.1.3,TCONS_00000009,+,donor,0.06772,D,PHH,SP18,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.3,TCONS_00000009,+,donor,0.09518,D,PHH,SP18,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.4,TCONS_00000008,+,donor,0.09808,D,PHH,SP7,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.4,TCONS_00000008,+,donor,0.09518,D,PHH,SP7,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.5,TCONS_00000047,+,donor,0.09808,D,PHH,pSP10,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.5,TCONS_00000047,+,donor,0.00212,D,PHH,pSP10,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.6,TCONS_00000017,+,donor,0.09808,D,PHH,pSP11,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.6,TCONS_00000017,+,donor,0.00212,D,PHH,pSP11,$\theta_5$,SRR5992893
D3_SRR5992893,634,636,D3_SRR5992893.1.7,TCONS_00000066,+,donor,0.09808,D,PHH,27415_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.7,TCONS_00000066,+,donor,0.00212,D,PHH,27415_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,658,660,D3_SRR5992893.1.8,TCONS_00000065,+,donor,0.06772,D,PHH,93050_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.8,TCONS_00000065,+,donor,0.00212,D,PHH,93050_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1172,1174,D3_SRR5992893.1.9,TCONS_00000064,+,donor,0.09518,D,PHH,125795_ccs,$\theta_5$,SRR5992893
D3_SRR5992893,1827,1829,D3_SRR5992893.1.9,TCONS_00000064,+,donor,0.00212,D,PHH,125795_ccs,$\theta_5$,SRR5992893
D3_SRR5992894,658,660,D3_SRR5992894.2.1,TCONS_00000009,+,donor,0.04767,D,PHH,SP18,$\theta_5$,SRR5992894
D3_SRR5992894,1172,1174,D3_SRR5992894.2.1,TCONS_00000009,+,donor,0.08791,D,PHH,SP18,$\theta_5$,SRR5992894
D3_SRR5992894,658,660,D3_SRR5992894.2.10,TCONS_00000003,+,donor,0.04767,D,PHH,SP11,$\theta_5$,SRR5992894
D3_SRR5992894,1172,1174,D3_SRR5992894.2.11,TCONS_00000004,+,donor,0.08791,D,PHH,pSP12,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.2,TCONS_00000008,+,donor,0.1003,D,PHH,SP7,$\theta_5$,SRR5992894
D3_SRR5992894,1172,1174,D3_SRR5992894.2.2,TCONS_00000008,+,donor,0.08791,D,PHH,SP7,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.3,TCONS_00000047,+,donor,0.1003,D,PHH,pSP10,$\theta_5$,SRR5992894
D3_SRR5992894,1827,1829,D3_SRR5992894.2.3,TCONS_00000047,+,donor,0.00094,D,PHH,pSP10,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.4,TCONS_00000001,+,donor,0.1003,D,PHH,pSP9,$\theta_5$,SRR5992894
D3_SRR5992894,1827,1829,D3_SRR5992894.2.4,TCONS_00000001,+,donor,0.00094,D,PHH,pSP9,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.5,TCONS_00000012,+,donor,0.1003,D,PHH,SP1,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.6,TCONS_00000015,+,donor,0.1003,D,PHH,SP13,$\theta_5$,SRR5992894
D3_SRR5992894,658,660,D3_SRR5992894.2.7,TCONS_00000002,+,donor,0.04767,D,PHH,SP6,$\theta_5$,SRR5992894
D3_SRR5992894,1172,1174,D3_SRR5992894.2.8,TCONS_00000014,+,donor,0.08791,D,PHH,SP14,$\theta_5$,SRR5992894
D3_SRR5992894,634,636,D3_SRR5992894.2.9,TCONS_00000013,+,donor,0.1003,D,PHH,SP9,$\theta_5$,SRR5992894
D3_SRR5992895,658,660,D3_SRR5992895.1.1,TCONS_00000009,+,donor,0.05731,D,PHH,SP18,$\theta_5$,SRR5992895
D3_SRR5992895,1172,1174,D3_SRR5992895.1.1,TCONS_00000009,+,donor,0.08767,D,PHH,SP18,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.10,TCONS_00000013,+,donor,0.10315,D,PHH,SP9,$\theta_5$,SRR5992895
D3_SRR5992895,1172,1174,D3_SRR5992895.1.11,TCONS_00000004,+,donor,0.08767,D,PHH,pSP12,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.2,TCONS_00000008,+,donor,0.10315,D,PHH,SP7,$\theta_5$,SRR5992895
D3_SRR5992895,1172,1174,D3_SRR5992895.1.2,TCONS_00000008,+,donor,0.08767,D,PHH,SP7,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.3,TCONS_00000047,+,donor,0.10315,D,PHH,pSP10,$\theta_5$,SRR5992895
D3_SRR5992895,1827,1829,D3_SRR5992895.1.3,TCONS_00000047,+,donor,0.00134,D,PHH,pSP10,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.4,TCONS_00000001,+,donor,0.10315,D,PHH,pSP9,$\theta_5$,SRR5992895
D3_SRR5992895,1827,1829,D3_SRR5992895.1.4,TCONS_00000001,+,donor,0.00134,D,PHH,pSP9,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.5,TCONS_00000012,+,donor,0.10315,D,PHH,SP1,$\theta_5$,SRR5992895
D3_SRR5992895,634,636,D3_SRR5992895.1.6,TCONS_00000015,+,donor,0.10315,D,PHH,SP13,$\theta_5$,SRR5992895
D3_SRR5992895,658,660,D3_SRR5992895.1.7,TCONS_00000002,+,donor,0.05731,D,PHH,SP6,$\theta_5$,SRR5992895
D3_SRR5992895,1172,1174,D3_SRR5992895.1.8,TCONS_00000014,+,donor,0.08767,D,PHH,SP14,$\theta_5$,SRR5992895
D3_SRR5992895,658,660,D3_SRR5992895.1.9,TCONS_00000003,+,donor,0.05731,D,PHH,SP11,$\theta_5$,SRR5992895
D3_SRR5992896,658,660,D3_SRR5992896.1.1,TCONS_00000009,+,donor,0.0591,D,PHH,SP18,$\theta_5$,SRR5992896
D3_SRR5992896,1172,1174,D3_SRR5992896.1.1,TCONS_00000009,+,donor,0.10784,D,PHH,SP18,$\theta_5$,SRR5992896
D3_SRR5992896,1172,1174,D3_SRR5992896.1.10,TCONS_00000004,+,donor,0.10784,D,PHH,pSP12,$\theta_5$,SRR5992896
D3_SRR5992896,634,636,D3_SRR5992896.1.2,TCONS_00000008,+,donor,0.10812,D,PHH,SP7,$\theta_5$,SRR5992896
D3_SRR5992896,1172,1174,D3_SRR5992896.1.2,TCONS_00000008,+,donor,0.10784,D,PHH,SP7,$\theta_5$,SRR5992896
D3_SRR5992896,634,636,D3_SRR5992896.1.4,TCONS_00000012,+,donor,0.10812,D,PHH,SP1,$\theta_5$,SRR5992896
D3_SRR5992896,634,636,D3_SRR5992896.1.5,TCONS_00000015,+,donor,0.10812,D,PHH,SP13,$\theta_5$,SRR5992896
D3_SRR5992896,658,660,D3_SRR5992896.1.6,TCONS_00000002,+,donor,0.0591,D,PHH,SP6,$\theta_5$,SRR5992896
D3_SRR5992896,658,660,D3_SRR5992896.1.7,TCONS_00000003,+,donor,0.0591,D,PHH,SP11,$\theta_5$,SRR5992896
D3_SRR5992896,1172,1174,D3_SRR5992896.1.8,TCONS_00000014,+,donor,0.10784,D,PHH,SP14,$\theta_5$,SRR5992896
D3_SRR5992896,634,636,D3_SRR5992896.1.9,TCONS_00000013,+,donor,0.10812,D,PHH,SP9,$\theta_5$,SRR5992896
D3_SRR5992897,658,660,D3_SRR5992897.1.1,TCONS_00000009,+,donor,0.06786,D,PHH,SP18,$\theta_5$,SRR5992897
D3_SRR5992897,1172,1174,D3_SRR5992897.1.1,TCONS_00000009,+,donor,0.09232,D,PHH,SP18,$\theta_5$,SRR5992897
D3_SRR5992897,1172,1174,D3_SRR5992897.1.10,TCONS_00000004,+,donor,0.09232,D,PHH,pSP12,$\theta_5$,SRR5992897
D3_SRR5992897,634,636,D3_SRR5992897.1.2,TCONS_00000008,+,donor,0.09299,D,PHH,SP7,$\theta_5$,SRR5992897
D3_SRR5992897,1172,1174,D3_SRR5992897.1.2,TCONS_00000008,+,donor,0.09232,D,PHH,SP7,$\theta_5$,SRR5992897
D3_SRR5992897,634,636,D3_SRR5992897.1.4,TCONS_00000012,+,donor,0.09299,D,PHH,SP1,$\theta_5$,SRR5992897
D3_SRR5992897,634,636,D3_SRR5992897.1.5,TCONS_00000015,+,donor,0.09299,D,PHH,SP13,$\theta_5$,SRR5992897
D3_SRR5992897,658,660,D3_SRR5992897.1.6,TCONS_00000002,+,donor,0.06786,D,PHH,SP6,$\theta_5$,SRR5992897
D3_SRR5992897,1172,1174,D3_SRR5992897.1.7,TCONS_00000014,+,donor,0.09232,D,PHH,SP14,$\theta_5$,SRR5992897
D3_SRR5992897,634,636,D3_SRR5992897.1.8,TCONS_00000013,+,donor,0.09299,D,PHH,SP9,$\theta_5$,SRR5992897
D3_SRR5992897,658,660,D3_SRR5992897.1.9,TCONS_00000003,+,donor,0.06786,D,PHH,SP11,$\theta_5$,SRR5992897
D3_SRR5992898,634,636,D3_SRR5992898.1.1,TCONS_00000062,+,donor,0.10387,D,PHH,81196_ccs,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.1,TCONS_00000062,+,donor,0.09356,D,PHH,81196_ccs,$\theta_5$,SRR5992898
D3_SRR5992898,658,660,D3_SRR5992898.1.10,TCONS_00000002,+,donor,0.07731,D,PHH,SP6,$\theta_5$,SRR5992898
D3_SRR5992898,658,660,D3_SRR5992898.1.11,TCONS_00000003,+,donor,0.07731,D,PHH,SP11,$\theta_5$,SRR5992898
D3_SRR5992898,634,636,D3_SRR5992898.1.12,TCONS_00000013,+,donor,0.10387,D,PHH,SP9,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.13,TCONS_00000014,+,donor,0.09356,D,PHH,SP14,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.14,TCONS_00000004,+,donor,0.09356,D,PHH,pSP12,$\theta_5$,SRR5992898
D3_SRR5992898,658,660,D3_SRR5992898.1.2,TCONS_00000009,+,donor,0.07731,D,PHH,SP18,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.2,TCONS_00000009,+,donor,0.09356,D,PHH,SP18,$\theta_5$,SRR5992898
D3_SRR5992898,634,636,D3_SRR5992898.1.3,TCONS_00000008,+,donor,0.10387,D,PHH,SP7,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.3,TCONS_00000008,+,donor,0.09356,D,PHH,SP7,$\theta_5$,SRR5992898
D3_SRR5992898,634,636,D3_SRR5992898.1.4,TCONS_00000066,+,donor,0.10387,D,PHH,27415_ccs,$\theta_5$,SRR5992898
D3_SRR5992898,658,660,D3_SRR5992898.1.5,TCONS_00000065,+,donor,0.07731,D,PHH,93050_ccs,$\theta_5$,SRR5992898
D3_SRR5992898,1172,1174,D3_SRR5992898.1.6,TCONS_00000064,+,donor,0.09356,D,PHH,125795_ccs,$\theta_5$,SRR5992898
D3_SRR5992898,634,636,D3_SRR5992898.1.8,TCONS_00000015,+,donor,0.10387,D,PHH,SP13,$\theta_5$,SRR5992898
D3_SRR5992898,634,636,D3_SRR5992898.1.9,TCONS_00000012,+,donor,0.10387,D,PHH,SP1,$\theta_5$,SRR5992898
D3_SRR5992899,658,660,D3_SRR5992899.1.1,TCONS_00000009,+,donor,0.05675,D,PHH,SP18,$\theta_5$,SRR5992899
D3_SRR5992899,1172,1174,D3_SRR5992899.1.1,TCONS_00000009,+,donor,0.09986,D,PHH,SP18,$\theta_5$,SRR5992899
D3_SRR5992899,634,636,D3_SRR5992899.1.2,TCONS_00000008,+,donor,0.10027,D,PHH,SP7,$\theta_5$,SRR5992899
D3_SRR5992899,1172,1174,D3_SRR5992899.1.2,TCONS_00000008,+,donor,0.09986,D,PHH,SP7,$\theta_5$,SRR5992899
D3_SRR5992899,634,636,D3_SRR5992899.1.3,TCONS_00000012,+,donor,0.10027,D,PHH,SP1,$\theta_5$,SRR5992899
D3_SRR5992899,634,636,D3_SRR5992899.1.4,TCONS_00000015,+,donor,0.10027,D,PHH,SP13,$\theta_5$,SRR5992899
D3_SRR5992899,658,660,D3_SRR5992899.1.5,TCONS_00000002,+,donor,0.05675,D,PHH,SP6,$\theta_5$,SRR5992899
D3_SRR5992899,634,636,D3_SRR5992899.1.6,TCONS_00000013,+,donor,0.10027,D,PHH,SP9,$\theta_5$,SRR5992899
D3_SRR5992899,658,660,D3_SRR5992899.1.7,TCONS_00000003,+,donor,0.05675,D,PHH,SP11,$\theta_5$,SRR5992899
D3_SRR5992899,1172,1174,D3_SRR5992899.1.8,TCONS_00000014,+,donor,0.09986,D,PHH,SP14,$\theta_5$,SRR5992899
D3_SRR5992899,1172,1174,D3_SRR5992899.1.9,TCONS_00000004,+,donor,0.09986,D,PHH,pSP12,$\theta_5$,SRR5992899
D3_SRR5992900,658,660,D3_SRR5992900.1.1,TCONS_00000009,+,donor,0.04749,D,PHH,SP18,$\theta_5$,SRR5992900
D3_SRR5992900,1172,1174,D3_SRR5992900.1.1,TCONS_00000009,+,donor,0.11879,D,PHH,SP18,$\theta_5$,SRR5992900
D3_SRR5992900,658,660,D3_SRR5992900.1.10,TCONS_00000003,+,donor,0.04749,D,PHH,SP11,$\theta_5$,SRR5992900
D3_SRR5992900,1172,1174,D3_SRR5992900.1.11,TCONS_00000004,+,donor,0.11879,D,PHH,pSP12,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.2,TCONS_00000008,+,donor,0.1107,D,PHH,SP7,$\theta_5$,SRR5992900
D3_SRR5992900,1172,1174,D3_SRR5992900.1.2,TCONS_00000008,+,donor,0.11879,D,PHH,SP7,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.3,TCONS_00000047,+,donor,0.1107,D,PHH,pSP10,$\theta_5$,SRR5992900
D3_SRR5992900,1827,1829,D3_SRR5992900.1.3,TCONS_00000047,+,donor,0.00113,D,PHH,pSP10,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.4,TCONS_00000001,+,donor,0.1107,D,PHH,pSP9,$\theta_5$,SRR5992900
D3_SRR5992900,1827,1829,D3_SRR5992900.1.4,TCONS_00000001,+,donor,0.00113,D,PHH,pSP9,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.5,TCONS_00000015,+,donor,0.1107,D,PHH,SP13,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.6,TCONS_00000012,+,donor,0.1107,D,PHH,SP1,$\theta_5$,SRR5992900
D3_SRR5992900,658,660,D3_SRR5992900.1.7,TCONS_00000002,+,donor,0.04749,D,PHH,SP6,$\theta_5$,SRR5992900
D3_SRR5992900,1172,1174,D3_SRR5992900.1.8,TCONS_00000014,+,donor,0.11879,D,PHH,SP14,$\theta_5$,SRR5992900
D3_SRR5992900,634,636,D3_SRR5992900.1.9,TCONS_00000013,+,donor,0.1107,D,PHH,SP9,$\theta_5$,SRR5992900
D3_SRR5992901,634,636,D3_SRR5992901.1.1,TCONS_00000062,+,donor,0.12006,D,PHH,81196_ccs,$\theta_5$,SRR5992901
D3_SRR5992901,1172,1174,D3_SRR5992901.1.1,TCONS_00000062,+,donor,0.10384,D,PHH,81196_ccs,$\theta_5$,SRR5992901
D3_SRR5992901,1827,1829,D3_SRR5992901.1.1,TCONS_00000062,+,donor,0.00119,D,PHH,81196_ccs,$\theta_5$,SRR5992901
D3_SRR5992901,658,660,D3_SRR5992901.1.10,TCONS_00000003,+,donor,0.06407,D,PHH,SP11,$\theta_5$,SRR5992901
D3_SRR5992901,634,636,D3_SRR5992901.1.11,TCONS_00000013,+,donor,0.12006,D,PHH,SP9,$\theta_5$,SRR5992901
D3_SRR5992901,1172,1174,D3_SRR5992901.1.12,TCONS_00000014,+,donor,0.10384,D,PHH,SP14,$\theta_5$,SRR5992901
D3_SRR5992901,1172,1174,D3_SRR5992901.1.13,TCONS_00000004,+,donor,0.10384,D,PHH,pSP12,$\theta_5$,SRR5992901
D3_SRR5992901,658,660,D3_SRR5992901.1.2,TCONS_00000009,+,donor,0.06407,D,PHH,SP18,$\theta_5$,SRR5992901
